time,temperature_2m (°F),relative_humidity_2m (%),dew_point_2m (°F),precipitation (inch),cloud_cover (%)
2018-01-11T11:00,41.7,72,33.2,0,34
2018-01-11T12:00,43.8,71,34.9,0,34
2018-01-11T13:00,46.8,68,36.6,0,49
2018-01-11T14:00,48.2,67,37.7,0,31
2018-01-11T15:00,49.3,67,38.9,0,30
2018-01-11T16:00,48.9,70,39.6,0,40
2018-01-11T17:00,46.8,76,39.8,0,34
2018-01-11T18:00,43.8,83,39.1,0,41
2018-01-11T19:00,44.2,84,39.6,0,44
2018-01-11T20:00,44.7,86,40.9,0,44
2018-01-11T21:00,43.5,87,39.9,0,30
2018-01-11T22:00,43.2,88,39.9,0,30
2018-01-11T23:00,42.8,89,39.9,0,32
2018-01-12T00:00,42.2,91,39.8,0,38
2018-01-12T01:00,41.8,94,40.1,0,34
2018-01-12T02:00,42.3,96,41.2,0,45
2018-01-12T03:00,42.7,98,42.3,0,59
2018-01-12T04:00,42.3,99,41.9,0,42
2018-01-12T05:00,41.8,99,41.4,0,31
2018-01-12T06:00,42,99,41.7,0,44
2018-01-12T07:00,43.1,99,42.8,0,76
2018-01-12T08:00,44.5,99,44.3,0,53
2018-01-12T09:00,44.2,100,44.1,0,100
2018-01-12T10:00,46.3,95,44.9,0,100
2018-01-12T11:00,48.5,94,46.9,0,100
2018-01-12T12:00,49.3,95,48.1,0.012,100
2018-01-12T13:00,50.3,98,49.9,0.024,100
2018-01-12T14:00,51.4,100,51.3,0.016,100
2018-01-12T15:00,51.8,100,51.7,0.02,100
2018-01-12T16:00,52.6,100,52.6,0.016,100
2018-01-12T17:00,52.4,99,52.2,0,100
2018-01-12T18:00,52.6,100,52.6,0.02,100
2018-01-12T19:00,52.6,100,52.6,0.055,100
2018-01-12T20:00,52.9,100,52.9,0.083,100
2018-01-12T21:00,52.3,100,52.3,0.031,100
2018-01-12T22:00,53.6,100,53.6,0.031,100
2018-01-12T23:00,53.4,100,53.4,0.024,100
2018-01-13T00:00,52.6,100,52.6,0.047,100
2018-01-13T01:00,51.9,100,51.9,0.055,100
2018-01-13T02:00,51.7,100,51.7,0.039,100
2018-01-13T03:00,53.1,100,53.1,0.02,100
2018-01-13T04:00,52.5,100,52.5,0.024,100
2018-01-13T05:00,53,100,53,0.012,100
2018-01-13T06:00,53.6,100,53.6,0.016,100
2018-01-13T07:00,53.5,100,53.5,0.283,100
2018-01-13T08:00,51.4,100,51.4,0.295,100
2018-01-13T09:00,49.9,100,49.9,0.079,100
2018-01-13T10:00,47.8,100,47.8,0.106,100
2018-01-13T11:00,41.3,90,38.5,0.016,90
2018-01-13T12:00,36.3,86,32.4,0,97
2018-01-13T13:00,34.8,70,26,0,100
2018-01-13T14:00,31.2,60,18.9,0,73
2018-01-13T15:00,30.3,53,15.4,0,58
2018-01-13T16:00,27.8,51,12.1,0,46
2018-01-13T17:00,26.1,52,10.7,0,7
2018-01-13T18:00,22.7,55,8.7,0,0
2018-01-13T19:00,20.4,57,7.7,0,1
2018-01-13T20:00,22.1,60,10.5,0,1
2018-01-13T21:00,20.5,62,9.6,0,0
2018-01-13T22:00,18.1,60,6.4,0,0
2018-01-13T23:00,15.7,57,3.1,0,4
2018-01-14T00:00,13.5,56,0.7,0,6
2018-01-14T01:00,12.2,56,-0.5,0,5
2018-01-14T02:00,11.6,56,-1.1,0,2
2018-01-14T03:00,11,56,-1.5,0,3
2018-01-14T04:00,10.2,56,-2.3,0,4
2018-01-14T05:00,9.7,55,-3.2,0,3
2018-01-14T06:00,9.1,55,-3.9,0,4
2018-01-14T07:00,8.6,55,-4.4,0,4
2018-01-14T08:00,9.5,58,-2.3,0,7
2018-01-14T09:00,9.9,55,-3.2,0,15
2018-01-14T10:00,11,50,-4.2,0,29
2018-01-14T11:00,12.6,42,-6.1,0,27
2018-01-14T12:00,14.4,36,-7.5,0,6
2018-01-14T13:00,16.3,33,-7.8,0,22
2018-01-14T14:00,17.6,31,-7.9,0,20
2018-01-14T15:00,18.1,30,-8.1,0,23
2018-01-14T16:00,17.5,31,-7.8,0,19
2018-01-14T17:00,15.7,35,-6.8,0,2
2018-01-14T18:00,13.8,41,-5.5,0,0
2018-01-14T19:00,12,45,-5.4,0,0
2018-01-14T20:00,12.1,49,-3.2,0,0
2018-01-14T21:00,11.3,52,-3,0,0
2018-01-14T22:00,10.3,53,-3.3,0,0
2018-01-14T23:00,9.4,55,-3.4,0,0
2018-01-15T00:00,8.3,57,-4,0,23
2018-01-15T01:00,7.1,58,-4.6,0,0
2018-01-15T02:00,6.3,57,-5.7,0,0
2018-01-15T03:00,5.6,56,-6.8,0,2
2018-01-15T04:00,5.1,55,-7.4,0,1
2018-01-15T05:00,4.5,55,-8.1,0,4
2018-01-15T06:00,4,55,-8.4,0,2
2018-01-15T07:00,3.8,57,-8.1,0,4
2018-01-15T08:00,2.7,63,-7.2,0,21
2018-01-15T09:00,3.5,59,-7.7,0,20
2018-01-15T10:00,5.4,54,-7.8,0,18
2018-01-15T11:00,8.3,48,-7.4,0,32
2018-01-15T12:00,11.1,41,-8.1,0,36
2018-01-15T13:00,13.2,39,-6.9,0,51
2018-01-15T14:00,14.8,40,-5.3,0,76
2018-01-15T15:00,15.8,37,-5.9,0,100
2018-01-15T16:00,16.2,35,-6.5,0,97
2018-01-15T17:00,15.5,38,-5.6,0,100
2018-01-15T18:00,14.9,42,-3.9,0,100
2018-01-15T19:00,14.8,47,-1.7,0,87
2018-01-15T20:00,15.1,63,4.7,0,88
2018-01-15T21:00,15.9,63,5.6,0,94
2018-01-15T22:00,15.4,64,5.5,0,87
2018-01-15T23:00,15,65,5.3,0.004,100
2018-01-16T00:00,14.8,65,5.1,0,100
2018-01-16T01:00,14.5,66,5,0,80
2018-01-16T02:00,14.1,66,4.9,0,76
2018-01-16T03:00,13.8,67,4.9,0,79
2018-01-16T04:00,13.4,68,4.9,0,77
2018-01-16T05:00,13.1,69,4.8,0,100
2018-01-16T06:00,13,69,4.8,0,69
2018-01-16T07:00,12.8,69,4.6,0,37
2018-01-16T08:00,14.1,69,5.8,0,71
2018-01-16T09:00,14.8,67,5.8,0,6
2018-01-16T10:00,17.2,62,6.3,0,2
2018-01-16T11:00,20.3,58,7.8,0,3
2018-01-16T12:00,23.4,53,8.9,0,1
2018-01-16T13:00,26.2,50,10.2,0,0
2018-01-16T14:00,28.5,49,12,0,17
2018-01-16T15:00,29.8,52,14.1,0,8
2018-01-16T16:00,29.9,57,16.6,0,23
2018-01-16T17:00,28.5,64,18,0,28
2018-01-16T18:00,27.3,73,19.6,0,29
2018-01-16T19:00,27.4,77,21.1,0,19
2018-01-16T20:00,25.8,79,20.1,0,78
2018-01-16T21:00,25.9,80,20.7,0,86
2018-01-16T22:00,25.6,81,20.4,0.004,100
2018-01-16T23:00,26.2,79,20.6,0.004,100
2018-01-17T00:00,26.5,82,21.7,0.008,100
2018-01-17T01:00,27.1,84,22.9,0.012,100
2018-01-17T02:00,27,85,23.2,0.012,100
2018-01-17T03:00,26.9,86,23.3,0.016,100
2018-01-17T04:00,27.1,86,23.6,0.024,100
2018-01-17T05:00,27.1,87,23.8,0.028,100
2018-01-17T06:00,27,88,23.9,0.028,100
2018-01-17T07:00,27.2,89,24.3,0.028,100
2018-01-17T08:00,28.7,93,27,0.028,100
2018-01-17T09:00,28.6,91,26.4,0.02,100
2018-01-17T10:00,28.1,87,24.7,0.016,100
2018-01-17T11:00,27.7,88,24.6,0.02,100
2018-01-17T12:00,29.2,86,25.5,0.02,100
2018-01-17T13:00,29.8,86,26.1,0.028,100
2018-01-17T14:00,29.6,86,25.9,0.028,100
2018-01-17T15:00,29.7,86,26,0.024,100
2018-01-17T16:00,29.5,87,26,0.016,100
2018-01-17T17:00,29.1,88,25.8,0.008,100
2018-01-17T18:00,28.3,89,25.5,0.004,100
2018-01-17T19:00,27.9,90,25.3,0.008,100
2018-01-17T20:00,27,91,24.7,0.004,100
2018-01-17T21:00,27,90,24.4,0.008,100
2018-01-17T22:00,26.9,90,24.3,0.004,100
2018-01-17T23:00,26.6,91,24.3,0.004,100
2018-01-18T00:00,26.6,91,24.3,0.004,100
2018-01-18T01:00,26.1,91,23.9,0,66
2018-01-18T02:00,24,91,21.9,0,23
2018-01-18T03:00,22,90,19.5,0,0
2018-01-18T04:00,20.2,89,17.4,0,0
2018-01-18T05:00,18.9,89,16.1,0,1
2018-01-18T06:00,17.3,86,13.8,0,0
2018-01-18T07:00,16.3,84,12.2,0,0
2018-01-18T08:00,16.3,82,11.8,0,1
2018-01-18T09:00,15.6,83,11.3,0,2
2018-01-18T10:00,18.8,78,13,0,3
2018-01-18T11:00,24.1,73,16.6,0,1
2018-01-18T12:00,27.7,68,18.5,0,1
2018-01-18T13:00,30,62,18.5,0,2
2018-01-18T14:00,30.9,57,17.5,0,3
2018-01-18T15:00,31,54,16.2,0,2
2018-01-18T16:00,30.1,56,16.4,0,0
2018-01-18T17:00,25.6,67,16.1,0,0
2018-01-18T18:00,26.5,62,15.2,0,0
2018-01-18T19:00,25.1,63,14.2,0,1
2018-01-18T20:00,23.2,69,14.5,0,1
2018-01-18T21:00,21.8,73,14.6,0,1
2018-01-18T22:00,19.8,75,13.1,0,2
2018-01-18T23:00,17.6,78,12.1,0,2
2018-01-19T00:00,16.6,79,11.2,0,1
2018-01-19T01:00,15.6,79,10.3,0,20
2018-01-19T02:00,14.8,79,9.5,0,51
2018-01-19T03:00,14.7,79,9.3,0,1
2018-01-19T04:00,13.9,80,8.8,0,82
2018-01-19T05:00,14.1,79,8.7,0,83
2018-01-19T06:00,16,78,10.4,0,56
2018-01-19T07:00,16.4,80,11.2,0,79
2018-01-19T08:00,18.3,83,13.9,0,94
2018-01-19T09:00,19.2,83,14.8,0.012,53
2018-01-19T10:00,22.4,79,16.7,0,20
2018-01-19T11:00,27.1,72,19.3,0,30
2018-01-19T12:00,29.3,67,19.7,0,5
2018-01-19T13:00,31,63,19.9,0,7
2018-01-19T14:00,32,65,21.4,0,11
2018-01-19T15:00,32.4,62,20.7,0,33
2018-01-19T16:00,30.4,65,19.9,0,39
2018-01-19T17:00,28.3,70,19.8,0,10
2018-01-19T18:00,28.3,71,20,0,40
2018-01-19T19:00,23.9,73,16.5,0,43
2018-01-19T20:00,24.2,79,18.5,0,50
2018-01-19T21:00,24.7,78,18.8,0,37
2018-01-19T22:00,25.2,78,19.2,0,29
2018-01-19T23:00,24.7,79,19,0,78
2018-01-20T00:00,24.7,79,19.3,0,65
2018-01-20T01:00,25.2,79,19.7,0,29
2018-01-20T02:00,25.2,80,19.8,0,53
2018-01-20T03:00,25.7,78,19.7,0,50
2018-01-20T04:00,25.5,77,19.3,0,68
2018-01-20T05:00,25.8,76,19.2,0,52
2018-01-20T06:00,26.4,74,19.2,0,61
2018-01-20T07:00,27.5,71,19.5,0,90
2018-01-20T08:00,31,68,21.6,0,89
2018-01-20T09:00,32.2,65,21.8,0,82
2018-01-20T10:00,35.7,59,22.9,0,34
2018-01-20T11:00,40.3,51,23.6,0,24
2018-01-20T12:00,42.6,48,24.3,0,18
2018-01-20T13:00,44,47,25.3,0,20
2018-01-20T14:00,44.9,48,26.2,0,20
2018-01-20T15:00,45.4,48,27.1,0,10
2018-01-20T16:00,46.2,47,27.1,0,11
2018-01-20T17:00,43.6,53,27.4,0,10
2018-01-20T18:00,40.1,61,27.6,0,26
2018-01-20T19:00,38.2,67,28.1,0,1
2018-01-20T20:00,37.6,71,29,0,22
2018-01-20T21:00,35.9,76,29.2,0,34
2018-01-20T22:00,35.5,77,29.1,0,26
2018-01-20T23:00,35.6,76,28.7,0,26
2018-01-21T00:00,35.2,76,28.5,0,16
2018-01-21T01:00,34.7,78,28.7,0,15
2018-01-21T02:00,34.1,81,28.9,0,31
2018-01-21T03:00,34.1,82,29.2,0,30
2018-01-21T04:00,34.1,82,29.2,0,29
2018-01-21T05:00,33.7,84,29.3,0,28
2018-01-21T06:00,32.8,87,29.2,0,27
2018-01-21T07:00,31.9,89,29.1,0,42
2018-01-21T08:00,33.8,86,30,0,84
2018-01-21T09:00,34.5,84,30.1,0,35
2018-01-21T10:00,37.2,78,30.9,0,42
2018-01-21T11:00,39.9,72,31.5,0,47
2018-01-21T12:00,42.4,63,30.7,0,40
2018-01-21T13:00,43.7,54,28.3,0,23
2018-01-21T14:00,44.2,52,27.6,0,75
2018-01-21T15:00,42.9,55,28.1,0,47
2018-01-21T16:00,42.3,60,29.2,0,36
2018-01-21T17:00,40,67,29.8,0,28
2018-01-21T18:00,36.8,73,29,0,61
2018-01-21T19:00,35.5,76,28.7,0,56
2018-01-21T20:00,34.6,77,28.3,0,57
2018-01-21T21:00,35,74,27.7,0,26
2018-01-21T22:00,34.2,77,27.8,0,16
2018-01-21T23:00,34.1,79,28.3,0,7
2018-01-22T00:00,34,82,29.2,0,30
2018-01-22T01:00,33.9,84,29.6,0,28
2018-01-22T02:00,33.8,83,29.3,0,50
2018-01-22T03:00,34.2,83,29.6,0,100
2018-01-22T04:00,33.9,84,29.6,0,100
2018-01-22T05:00,32.8,84,28.4,0,100
2018-01-22T06:00,31.5,80,26.1,0,100
2018-01-22T07:00,30.1,77,23.8,0.004,100
2018-01-22T08:00,30.1,79,24.4,0.008,100
2018-01-22T09:00,29,79,23.2,0.008,100
2018-01-22T10:00,28.3,79,22.6,0.008,100
2018-01-22T11:00,27.6,79,21.9,0.012,100
2018-01-22T12:00,27,77,20.9,0.008,100
2018-01-22T13:00,26.5,77,20.3,0.004,100
2018-01-22T14:00,26.5,77,20.2,0.004,100
2018-01-22T15:00,26,77,19.8,0.004,100
2018-01-22T16:00,25.8,77,19.7,0.004,100
2018-01-22T17:00,25.5,79,19.9,0.004,100
2018-01-22T18:00,25.2,80,20,0.004,100
2018-01-22T19:00,25.5,81,20.5,0.004,100
2018-01-22T20:00,24,82,19.3,0.004,100
2018-01-22T21:00,25.2,83,20.9,0.028,100
2018-01-22T22:00,29,89,26.2,0.035,100
2018-01-22T23:00,30,94,28.3,0.059,100
2018-01-23T00:00,30.6,94,29,0.071,100
2018-01-23T01:00,30.7,88,27.4,0.063,100
2018-01-23T02:00,29.5,81,24.4,0.035,100
2018-01-23T03:00,28.5,80,23.2,0.012,100
2018-01-23T04:00,26.9,86,23.4,0.004,100
2018-01-23T05:00,27,92,25.1,0,100
2018-01-23T06:00,28.1,95,26.8,0,100
2018-01-23T07:00,29.2,97,28.4,0,100
2018-01-23T08:00,26.7,97,25.9,0.02,100
2018-01-23T09:00,27.1,97,26.5,0.012,100
2018-01-23T10:00,28.2,95,26.9,0,100
2018-01-23T11:00,29.2,98,28.7,0.008,100
2018-01-23T12:00,31.6,94,30.1,0.051,100
2018-01-23T13:00,33.3,94,31.8,0.122,100
2018-01-23T14:00,37.8,96,36.6,0.146,100
2018-01-23T15:00,43,100,43,0.079,100
2018-01-23T16:00,47.8,100,47.7,0.02,100
2018-01-23T17:00,47.9,99,47.7,0.02,100
2018-01-23T18:00,46.8,100,46.7,0.031,100
2018-01-23T19:00,47.3,100,47.3,0.004,100
2018-01-23T20:00,33.4,99,33.2,0,100
2018-01-23T21:00,34.5,90,31.9,0,100
2018-01-23T22:00,38.1,88,34.9,0,100
2018-01-23T23:00,41.5,77,34.9,0.016,20
2018-01-24T00:00,40.5,74,33,0,14
2018-01-24T01:00,40,70,31,0,0
2018-01-24T02:00,38.3,73,30.3,0,0
2018-01-24T03:00,36.9,73,29,0,0
2018-01-24T04:00,36,74,28.5,0,0
2018-01-24T05:00,36,73,28.3,0,4
2018-01-24T06:00,35.6,75,28.3,0,0
2018-01-24T07:00,34.6,76,28,0,1
2018-01-24T08:00,36.1,74,28.6,0,1
2018-01-24T09:00,35.9,70,27.1,0,0
2018-01-24T10:00,36.7,60,24.2,0,1
2018-01-24T11:00,35.9,54,21.1,0,0
2018-01-24T12:00,34.3,55,20,0,0
2018-01-24T13:00,31,53,16,0,0
2018-01-24T14:00,28.6,51,12.7,0,0
2018-01-24T15:00,27,49,10.5,0,5
2018-01-24T16:00,25.6,49,9,0,17
2018-01-24T17:00,23.6,53,9,0,26
2018-01-24T18:00,20.3,61,8.9,0,27
2018-01-24T19:00,18,67,9,0,27
2018-01-24T20:00,18.8,72,11.4,0,26
2018-01-24T21:00,18.1,70,9.9,0,26
2018-01-24T22:00,17.6,68,8.7,0,41
2018-01-24T23:00,17.3,66,7.7,0,70
2018-01-25T00:00,16.3,66,6.8,0,73
2018-01-25T01:00,15.2,67,6.3,0,70
2018-01-25T02:00,13.8,70,5.7,0,23
2018-01-25T03:00,12.1,73,4.9,0,31
2018-01-25T04:00,10.9,73,4,0,47
2018-01-25T05:00,9.5,75,3.2,0,41
2018-01-25T06:00,8.5,76,2.4,0,53
2018-01-25T07:00,7.6,74,1.1,0,73
2018-01-25T08:00,10.2,70,2.2,0,10
2018-01-25T09:00,9.6,71,2.2,0,2
2018-01-25T10:00,12.8,63,2.5,0,4
2018-01-25T11:00,15.7,54,2,0,4
2018-01-25T12:00,17.8,46,0.5,0,3
2018-01-25T13:00,18.8,44,0.3,0,0
2018-01-25T14:00,19.5,42,0.2,0,0
2018-01-25T15:00,19.8,41,0.1,0,0
2018-01-25T16:00,19.5,42,0.1,0,0
2018-01-25T17:00,18.1,47,1.1,0,0
2018-01-25T18:00,14.5,60,3.2,0,0
2018-01-25T19:00,12.3,67,3.4,0,0
2018-01-25T20:00,13.2,66,3.9,0,26
2018-01-25T21:00,12.1,66,2.9,0,12
2018-01-25T22:00,11.2,66,2.1,0,0
2018-01-25T23:00,10.3,67,1.3,0,0
2018-01-26T00:00,9.4,68,0.9,0,0
2018-01-26T01:00,8.3,71,0.7,0,0
2018-01-26T02:00,7.7,71,0.3,0,0
2018-01-26T03:00,7.4,70,-0.3,0,0
2018-01-26T04:00,6.9,71,-0.5,0,0
2018-01-26T05:00,4.8,70,-2.9,0,0
2018-01-26T06:00,-0.1,72,-6.8,0,0
2018-01-26T07:00,7.7,63,-2.2,0,0
2018-01-26T08:00,5.7,71,-1.7,0,0
2018-01-26T09:00,4.5,68,-3.6,0,0
2018-01-26T10:00,11.4,62,0.9,0,0
2018-01-26T11:00,16.9,50,1.3,0,0
2018-01-26T12:00,21,45,2.8,0,0
2018-01-26T13:00,24.1,41,4,0,0
2018-01-26T14:00,26.3,40,5,0,0
2018-01-26T15:00,27.2,41,6.7,0,0
2018-01-26T16:00,24.7,55,10.8,0,0
2018-01-26T17:00,28.3,32,2.2,0,0
2018-01-26T18:00,25.2,40,4.5,0,0
2018-01-26T19:00,15,61,4,0,0
2018-01-26T20:00,17.4,63,6.9,0,0
2018-01-26T21:00,20,56,6.9,0,0
2018-01-26T22:00,19.9,56,6.7,0,1
2018-01-26T23:00,20.2,54,6.1,0,1
2018-01-27T00:00,21.1,50,5.5,0,3
2018-01-27T01:00,21.4,48,4.9,0,1
2018-01-27T02:00,23.2,46,5.7,0,0
2018-01-27T03:00,25.9,56,12.4,0,16
2018-01-27T04:00,25.5,62,14.2,0,8
2018-01-27T05:00,25.2,63,14.3,0,20
2018-01-27T06:00,25.1,65,15.1,0,15
2018-01-27T07:00,25.8,69,17.1,0,24
2018-01-27T08:00,25,74,17.9,0,14
2018-01-27T09:00,27.4,77,21.1,0,7
2018-01-27T10:00,31.9,72,24,0,43
2018-01-27T11:00,35.9,68,26.5,0,16
2018-01-27T12:00,39.8,63,28.3,0,36
2018-01-27T13:00,42.5,59,29,0,29
2018-01-27T14:00,45.2,52,28.8,0,46
2018-01-27T15:00,46.8,50,28.9,0,28
2018-01-27T16:00,47.2,45,26.9,0,47
2018-01-27T17:00,45.5,46,25.8,0,27
2018-01-27T18:00,43.2,49,25.3,0,74
2018-01-27T19:00,43.6,48,24.9,0,35
2018-01-27T20:00,42.5,56,28,0,48
2018-01-27T21:00,41.8,62,29.6,0,39
2018-01-27T22:00,41.8,66,31.4,0,89
2018-01-27T23:00,43.4,68,33.6,0,79
2018-01-28T00:00,44.1,73,36,0,77
2018-01-28T01:00,44.2,79,38,0.004,61
2018-01-28T02:00,44.1,83,39.2,0.004,63
2018-01-28T03:00,43.6,87,40,0.004,64
2018-01-28T04:00,42.5,92,40.4,0.004,86
2018-01-28T05:00,42.1,94,40.5,0,81
2018-01-28T06:00,41.8,94,40,0,85
2018-01-28T07:00,41.1,94,39.5,0,77
2018-01-28T08:00,40.1,94,38.6,0,82
2018-01-28T09:00,40.7,92,38.6,0,47
2018-01-28T10:00,42.7,86,38.8,0,30
2018-01-28T11:00,45.4,78,38.8,0,30
2018-01-28T12:00,47.1,67,36.7,0,30
2018-01-28T13:00,47.7,57,33.1,0,30
2018-01-28T14:00,48.8,46,28.9,0,30
2018-01-28T15:00,48.2,45,27.7,0,30
2018-01-28T16:00,47.1,47,27.9,0,30
2018-01-28T17:00,44,53,27.9,0,28
2018-01-28T18:00,40.1,60,27.4,0,29
2018-01-28T19:00,38.2,65,27.5,0,26
2018-01-28T20:00,36.7,66,26.4,0,29
2018-01-28T21:00,35.1,69,25.8,0,30
2018-01-28T22:00,33.6,74,26.2,0,30
2018-01-28T23:00,33.9,74,26.4,0,30
2018-01-29T00:00,33.2,75,26.1,0,30
2018-01-29T01:00,32.8,72,24.7,0,34
2018-01-29T02:00,32,74,24.6,0,30
2018-01-29T03:00,31.3,76,24.6,0,30
2018-01-29T04:00,30.5,79,24.7,0,30
2018-01-29T05:00,29.3,82,24.4,0,34
2018-01-29T06:00,27.8,78,21.8,0,31
2018-01-29T07:00,26.7,70,18.2,0,29
2018-01-29T08:00,27,71,18.7,0,30
2018-01-29T09:00,26.7,73,19.3,0,34
2018-01-29T10:00,27.4,73,19.9,0,52
2018-01-29T11:00,28.2,69,19.2,0,53
2018-01-29T12:00,29.2,60,17.1,0,53
2018-01-29T13:00,30.2,51,14.3,0,47
2018-01-29T14:00,30.7,46,12.4,0,34
2018-01-29T15:00,31,44,11.9,0,5
2018-01-29T16:00,30.5,45,11.7,0,5
2018-01-29T17:00,29.1,48,11.9,0,22
2018-01-29T18:00,26.7,52,11.4,0,73
2018-01-29T19:00,26,50,9.9,0,76
2018-01-29T20:00,25.5,46,7.6,0,93
2018-01-29T21:00,24.9,47,7.7,0,87
2018-01-29T22:00,23.8,50,7.8,0,90
2018-01-29T23:00,23,53,8.5,0,88
2018-01-30T00:00,22,56,8.6,0.004,60
2018-01-30T01:00,21.4,57,8.5,0.004,60
2018-01-30T02:00,20.8,58,8.5,0,68
2018-01-30T03:00,20.3,60,8.8,0,69
2018-01-30T04:00,19.7,63,9,0.004,64
2018-01-30T05:00,19.2,62,8.3,0.004,57
2018-01-30T06:00,18.1,63,7.5,0.004,60
2018-01-30T07:00,17.6,62,6.7,0.004,78
2018-01-30T08:00,17.8,64,7.8,0.004,64
2018-01-30T09:00,18,64,8,0.008,71
2018-01-30T10:00,18.6,63,8.3,0.008,89
2018-01-30T11:00,19.1,62,8.2,0.012,62
2018-01-30T12:00,20.7,58,8.3,0.012,89
2018-01-30T13:00,20.8,57,7.9,0.008,75
2018-01-30T14:00,22.4,53,7.7,0.004,64
2018-01-30T15:00,23.9,48,7,0,75
2018-01-30T16:00,24.7,44,5.9,0,90
2018-01-30T17:00,25,42,5.3,0,90
2018-01-30T18:00,24.2,45,5.8,0,90
2018-01-30T19:00,23.7,45,5.6,0,90
2018-01-30T20:00,23.7,47,6.2,0,90
2018-01-30T21:00,21.9,48,5.3,0,88
2018-01-30T22:00,20.5,51,5.1,0,87
2018-01-30T23:00,19.9,51,4.7,0,60
2018-01-31T00:00,18.4,51,3.2,0,5
2018-01-31T01:00,16.9,53,2.7,0,1
2018-01-31T02:00,16.3,55,2.9,0,1
2018-01-31T03:00,15.7,57,3.1,0,4
2018-01-31T04:00,15.4,57,2.8,0,1
2018-01-31T05:00,15.3,56,2.4,0,0
2018-01-31T06:00,15,56,2.1,0,1
2018-01-31T07:00,14.8,56,1.8,0,1
2018-01-31T08:00,14,58,1.8,0,1
2018-01-31T09:00,15.8,54,2.2,0,1
2018-01-31T10:00,18.2,46,0.7,0,4
2018-01-31T11:00,20.6,40,0.2,0,2
2018-01-31T12:00,23.1,36,0.3,0,1
2018-01-31T13:00,25.3,33,0.4,0,0
2018-01-31T14:00,26.9,32,0.7,0,23
2018-01-31T15:00,28.1,30,0.8,0,28
2018-01-31T16:00,27.8,31,1.3,0,30
2018-01-31T17:00,26.6,34,2.2,0,30
2018-01-31T18:00,23.8,41,3.2,0,52
2018-01-31T19:00,23.3,46,5.8,0,30
2018-01-31T20:00,23.5,47,6.1,0,88
2018-01-31T21:00,28,44,8.7,0,80
2018-01-31T22:00,29.1,44,9.8,0,80
2018-01-31T23:00,29.2,51,13.1,0,98
2018-02-01T00:00,28.4,52,13.2,0,88
2018-02-01T01:00,27.3,49,10.7,0,90
2018-02-01T02:00,27.4,54,13.1,0.008,90
2018-02-01T03:00,27.4,60,15.6,0.016,88
2018-02-01T04:00,27.4,66,17.6,0.012,88
2018-02-01T05:00,27.4,72,19.5,0.008,88
2018-02-01T06:00,27.9,74,20.7,0.008,88
2018-02-01T07:00,28.2,76,21.5,0.008,89
2018-02-01T08:00,27.6,83,23.1,0.008,89
2018-02-01T09:00,28.3,82,23.6,0.02,89
2018-02-01T10:00,29.2,80,23.8,0.016,93
2018-02-01T11:00,30.3,78,24.2,0.012,100
2018-02-01T12:00,31.9,74,24.7,0.008,100
2018-02-01T13:00,33.1,71,24.7,0.004,100
2018-02-01T14:00,34.6,67,24.8,0.004,82
2018-02-01T15:00,37.9,58,24.6,0,45
2018-02-01T16:00,39.1,57,25,0,45
2018-02-01T17:00,37.3,66,27,0,80
2018-02-01T18:00,36.4,77,30,0,89
2018-02-01T19:00,36.8,80,31.1,0,82
2018-02-01T20:00,33.2,82,28.3,0,82
2018-02-01T21:00,33.2,82,28.3,0,87
2018-02-01T22:00,34.3,82,29.2,0,87
2018-02-01T23:00,35,80,29.3,0,88
2018-02-02T00:00,34.6,81,29.3,0,88
2018-02-02T01:00,34.1,83,29.6,0.004,74
2018-02-02T02:00,33.9,87,30.3,0.004,90
2018-02-02T03:00,33.5,91,31.2,0.008,88
2018-02-02T04:00,32.3,100,32.2,0.012,100
2018-02-02T05:00,32.5,100,32.5,0.031,100
2018-02-02T06:00,32.7,100,32.7,0.031,100
2018-02-02T07:00,32.3,92,30.1,0.043,100
2018-02-02T08:00,31.8,90,29.1,0.031,100
2018-02-02T09:00,31.4,86,27.6,0.02,100
2018-02-02T10:00,31.8,79,25.9,0.008,100
2018-02-02T11:00,28.5,62,17.3,0.008,100
2018-02-02T12:00,23.9,57,10.9,0.004,49
2018-02-02T13:00,22.4,45,4.2,0,0
2018-02-02T14:00,20.7,42,1,0,0
2018-02-02T15:00,18.7,42,-0.6,0,2
2018-02-02T16:00,16.6,43,-2.3,0,10
2018-02-02T17:00,13.9,44,-3.9,0,3
2018-02-02T18:00,11.1,49,-4.5,0,1
2018-02-02T19:00,9.1,51,-5.2,0,3
2018-02-02T20:00,8.6,54,-4.8,0,0
2018-02-02T21:00,6.7,55,-6.2,0,0
2018-02-02T22:00,5.6,55,-7.1,0,0
2018-02-02T23:00,4.8,55,-7.7,0,0
2018-02-03T00:00,3.9,56,-8.2,0,0
2018-02-03T01:00,2.9,59,-8.4,0,0
2018-02-03T02:00,2.2,61,-8.4,0,0
2018-02-03T03:00,1.4,62,-8.6,0,0
2018-02-03T04:00,1.3,62,-8.7,0,0
2018-02-03T05:00,1.2,63,-8.5,0,0
2018-02-03T06:00,1.3,63,-8.4,0,0
2018-02-03T07:00,1.3,64,-8.1,0,0
2018-02-03T08:00,1.7,63,-7.9,0,0
2018-02-03T09:00,2.8,59,-8.3,0,0
2018-02-03T10:00,6.2,52,-7.8,0,0
2018-02-03T11:00,10,46,-6.7,0,0
